word_id,word,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
7459,re-,prefisa verbo,ajuntada a un verbo per ajunta la idea `denova`,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,recomensa,NA,NA,NA,NA,NA,NA,NA
4238,-ica,sufisa ajetivo,ajuntada a un nom jeografial per formi un ajetivo pertinente a la loca,NA,NA,NA,NA,NA,NA,-an,NA,NA,NA,NA,cimrica,NA,NA,NA,NA,NA,NA,NA
5793,multi-,prefisa tecnical,multe o plu ca un,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8341,-site,sufisa nom medica biolojia,selula matur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6236,-or,sufisa nom,ajuntada per nomi un person ci fa la ata de un verbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joglor; xapor; modernor,NA,NA,NA,NA,NA,NA,NA
7396,radio-,prefisa tecnical,radia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6945,pleo-,prefisa tecnical,plu ca normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4054,-gram,sufisa nom util arte matematica,un produida de un aparato scrivente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6994,poli-,prefisa tecnical,multe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6786,petro-,prefisa,pertinente a petra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9050,-tome,sufisa nom util medica,strumento sirurjial per talia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5484,met-,prefisa tecnical cimica,nominte alcanos e otra idrocarbonos con un atom de carbono,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7638,rino-,prefisa tecnical medica,nas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6032,-noide,sufisa ajetivo medica siensa-umana,mente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9176,tri-,prefisa tecnical,tre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8318,sis-,prefisa tecnical,a esta lado de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6198,-ona,sufisa nom cimica,composadas diversa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4229,-iatria,sufisa nom medica siensa-umana,dotores e trata medical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7920,-sce,sufisa ajetivo,ajuntada a un nom jeografial per formi un ajetivo pertinente a la loca,NA,NA,NA,NA,NA,NA,-an,NA,NA,NA,NA,rusce; norsce,NA,NA,NA,NA,NA,NA,NA
114,-aferese,sufisa nom medica,sutrae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6310,-ose,sufisa nom medica,maladia o prosede medical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4755,jino-,prefisa tecnical,fema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8541,-stenose,sufisa nom medica,streti nonormal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6866,piro-,prefisa tecnical,foco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5199,mal-,prefisa,ajuntada a un verbo per formi un verbo per un ata plu mal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,malodori; maldise,NA,NA,NA,NA,NA,NA,NA
7154,pre-,prefisa,ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previde,NA,NA,NA,NA,NA,NA,NA
8196,-side,sufisa nom,mata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6172,omeo-,prefisa tecnical,la mesma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5049,-lito,sufisa nom tecnical,petra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4415,infra-,prefisa tecnical,su,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9296,turbo-,prefisa util,pertinente a la funsiona de un turbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9122,trans-,prefisa tecnical,tra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5152,macro-,prefisa tecnical,grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8819,tasi-,prefisa tecnical,posa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6774,peta-,prefisa tecnical,{10^15},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,mini-,prefisa tecnical,la plu peti cual es posible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4305,-ifer,sufisa nom biolojia,produinte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6294,orto-,prefisa tecnical,reta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5965,neuro-,prefisa tecnical biolojia,sistem de nervos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8431,sosio-,prefisa tecnical,pertinente a sosia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7596,retro-,prefisa,a retro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,retrosede,NA,NA,NA,NA,NA,NA,NA
6919,-plastia,sufisa nom medica,sirurjia reconstruinte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7336,ptero-,prefisa tecnical,con forma de ala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5530,micro-,prefisa tecnical,peti; {10^-6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5558,mili-,prefisa tecnical,un mili de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6973,pneumato-,prefisa tecnical,aira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6370,oti-,prefisa tecnical,un oti de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5471,meso-,prefisa tecnical,media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4219,-ia,sufisa nom medica,maladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6215,onto-,prefisa tecnical,esiste o sustantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5039,-lisica,sufisa ajetivo medica,desintegra de un selula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6984,-poiese,sufisa nom medica,formi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4500,iocto-,prefisa tecnical,{10^-24},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9095,-tose,sufisa nom medica,pendente; prolaso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6676,-penia,sufisa nom medica,manca de un cosa esensal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5513,-metre,sufisa nom util,util o aparato de mesura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6234,-opsia,sufisa nom medica,prosede de esamina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4214,-i,sufisa verbo transitiva,ajuntada a un nom per formi un verbo transitiva per la ata de usa (un util) o aplica (un materia),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,el botoni sua jacon; me va telefoni la detalias a tu; on ia pinti la mur; me va buri la pan,NA,NA,NA,NA,NA,NA,NA
6656,pedo-,prefisa tecnical,enfantes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6974,pneumo-,prefisa tecnical,aira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6615,-patia,sufisa nom medica,dole o otra state medical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7064,-porose,sufisa nom medica,porosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5938,neo-,prefisa tecnical,nova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8946,termo-,prefisa tecnical,caldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6684,penta-,prefisa tecnical,sinco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6620,pato-,prefisa tecnical,maladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6134,-oide,sufisa ajetivo biolojia medica,con forma de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4269,idro-,prefisa tecnical,acua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7612,-rexe,sufisa nom medica,creve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4262,-ido,sufisa nom cimica,un composada de sal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
