words,freq,word_id,gramatica,defini,en,eo,es,fr,capital,nota,vide,orijina,tasonomia,pronuncia,simbol,usa,an,da,de,gl,he,mt,ru
program,4.2927666881305004e-5,7236,nom informatica,un desinia o projeta per un prosede,program|programme,programo,programa,programme,NA,NA,NA,NA,NA,NA,NA,NA,NA,program,Programm,NA,NA,NA,NA
promedia,4.2927666881305004e-5,7243,ajetivo matematica,avente cualias regardada como tipal de un grupo spesifada; con la nivel o cuantia comun o normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
promedia,4.2927666881305004e-5,7243,nom,la resulta otenida par divide un soma par la cuantia de somadas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prometente,4.2927666881305004e-5,7245,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
promove,4.2927666881305004e-5,7249,verbo transitiva governa,suporta o coraji (un caso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
promove,4.2927666881305004e-5,7249,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pronunsia,4.2927666881305004e-5,7253,verbo transitiva linguistica,produi la sona de (un parola),pronounce,prononci,pronunciar,prononcer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aussprechen,NA,NA,NA,ru: произносить
pronunsia,4.2927666881305004e-5,7253,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
propensada,4.2927666881305004e-5,7259,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
protejeda,4.2927666881305004e-5,7280,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
protejeda,4.2927666881305004e-5,7280,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
protestante,4.2927666881305004e-5,7286,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
protestante,4.2927666881305004e-5,7286,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulsante,4.2927666881305004e-5,7348,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
puntos,4.2927666881305004e-5,7358,nom plural,NA,points,poentaro,cuenta,points,NA,NA,NA,NA,NA,NA,NA,NA,NA,pointtal,Punktzahl,NA,NA,NA,NA
pupa,4.2927666881305004e-5,7361,nom util biolojia,un model peti de un umana,doll,pupo,muñeca,poupée,NA,NA,NA,NA,NA,NA,NA,NA,NA,dukke,Puppe,NA,NA,NA,NA
putong,4.2927666881305004e-5,7374,ajetivo linguistica,la forma normal de xines moderna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
putong,4.2927666881305004e-5,7374,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r,4.2927666881305004e-5,7381,simbol,la letera 18 de la alfabeta roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
raconta,4.2927666881305004e-5,7389,verbo transitiva arte,comunica (sua esperias),tell,rakonti,contar,raconter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,erzählen,NA,NA,NA,ru: рассказывать
raconta,4.2927666881305004e-5,7389,nom,NA,anecdote,NA,relato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rapidia,4.2927666881305004e-5,7439,nom,NA,speed,rapido,velocidad,vitesse,NA,NA,NA,NA,NA,NA,NA,NA,NA,hastighed,Geschwindigkeit,NA,NA,NA,NA
razal,4.2927666881305004e-5,7455,ajetivo,NA,racial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recovre,4.2927666881305004e-5,7479,verbo nontransitiva medica,reveni a un state normal de sania o fortia,recover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recovre,4.2927666881305004e-5,7479,nom,NA,recovery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
refujada,4.2927666881305004e-5,7495,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
refusa,4.2927666881305004e-5,7496,verbo transitiva governa,indica o mostra ce on no vole fa; indica ce on no vole aseta o dona; trata como nonvaluada; declara ce on no aseta la veria o esiste de,refuse,rifuzi,rechazar,refuser,NA,NA,NA,NA,NA,NA,NA,NA,NA,afvise,ablehnen,NA,NA,NA,ru: отвергать
refusa,4.2927666881305004e-5,7496,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
regania,4.2927666881305004e-5,3890,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
regulada,4.2927666881305004e-5,7505,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
relata,4.2927666881305004e-5,7514,verbo nontransitiva siensa-umana,ave un lia (a o con); es un parte de la mesma familia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
relata,4.2927666881305004e-5,7514,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
relata,4.2927666881305004e-5,7514,nom,NA,relationship,rilato,relación,rapport,NA,NA,NA,NA,NA,NA,NA,NA,NA,relation,Beziehung,NA,NA,NA,NA
relatada,4.2927666881305004e-5,7514,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
relijial,4.2927666881305004e-5,7520,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renor,4.2927666881305004e-5,7529,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renovi,4.2927666881305004e-5,6059,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renovi,4.2927666881305004e-5,6059,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
renovi,4.2927666881305004e-5,6059,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
repulsante,4.2927666881305004e-5,7555,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
repulsante,4.2927666881305004e-5,7555,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reputa,4.2927666881305004e-5,7556,verbo transitiva governa siensa-umana,regarda o considera en modo spesifada; fa ce on crede jeneral (alga cosa) sur algun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reputa,4.2927666881305004e-5,7556,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reserva,4.2927666881305004e-5,7561,verbo transitiva mone,no usa o dejeta (un cosa); reteni per usa futur; reteni (mone o otra valuadas) per usa futur; fa ce (un salon,reserve; save (money),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reserva,4.2927666881305004e-5,7561,nom,NA,store,rezervo,almacén,magasin,NA,NA,NA,NA,NA,NA,NA,NA,NA,lager,Vorrat,NA,NA,NA,NA
resinia,4.2927666881305004e-5,7565,verbo transitiva governa,parti volente de (un emplea o otra rol); aseta defeta en un jua como xace,resign,eksiĝi,dimitir,démissionner,NA,NA,NA,NA,NA,NA,NA,NA,NA,gå af,niederlegen,NA,NA,NA,NA
resinia,4.2927666881305004e-5,7565,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
resiste,4.2927666881305004e-5,7567,verbo transitiva governa,ata contra la ata o efeto de; atenta preveni par ata o razona; resta nondanada o nonafetada par,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
resiste,4.2927666881305004e-5,7567,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
respeta,4.2927666881305004e-5,7571,verbo transitiva siensa-umana governa,amira (un person o cosa) profonda,respect,respekti,respetar,respecter,NA,NA,NA,NA,NA,NA,NA,NA,NA,respektere,achten,NA,NA,NA,NA
respeta,4.2927666881305004e-5,7571,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
restrinje,4.2927666881305004e-5,7576,verbo transitiva governa siensa-umana,limita; manteni (un person o cosa) su sua controla; priva (un person o cosa) de move o ata libre; declara ce (algun) no es elejable; elimina (algun) de un concurso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
restrinje,4.2927666881305004e-5,7576,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reteni,4.2927666881305004e-5,7582,verbo transitiva mone,ave o continua posese; reserva per usa futur; reserva en un loca spesial o abitual; no relasa,keep,reteni,guardar,garder,NA,NA,NA,NA,NA,NA,NA,NA,NA,holde,behalten,NA,NA,NA,NA
reteni,4.2927666881305004e-5,7582,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retira,4.2927666881305004e-5,9020,verbo transitiva,NA,pull back,retiri,quitar,enlever,NA,NA,NA,NA,NA,NA,NA,NA,NA,fjerne,entfernen,NA,NA,NA,NA
retira,4.2927666881305004e-5,9020,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reuni,4.2927666881305004e-5,9407,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reuni,4.2927666881305004e-5,9407,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reuni,4.2927666881305004e-5,9407,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revenu,4.2927666881305004e-5,7605,nom mone,mone resetada per labora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revive,4.2927666881305004e-5,9688,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revive,4.2927666881305004e-5,9688,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revive,4.2927666881305004e-5,9688,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ri,4.2927666881305004e-5,7643,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ris,4.2927666881305004e-5,7644,nom planta cosini,un erba de pantanes cual es comun cultivada,rice,rizo,arroz,riz,NA,NA,NA,NA,Oryza sativa,NA,NA,NA,NA,ris,Reis,NA,NA,NA,NA
risca,4.2927666881305004e-5,7646,verbo transitiva governa mone,esposa (un person o cosa valuada) a peril,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
risca,4.2927666881305004e-5,7646,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ritmo,4.2927666881305004e-5,7649,nom musica,un motif de move o sona forte,rhythm,ritmo,ritmo,rhythme,NA,NA,NA,NA,NA,NA,NA,NA,NA,rytme,Rhythmus,NA,NA,NA,NA
robot,4.2927666881305004e-5,7660,nom util,un macina capas de fa series de atas programida complicada; un macina cual sembla un person e es capas de copia alga atas umana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roc,4.2927666881305004e-5,7662,ajetivo musica,pertinente a un tipo de musica popular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roc,4.2927666881305004e-5,7662,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roc,4.2927666881305004e-5,7663,nom mitolojia,un avia mital jigante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roceto,4.2927666881305004e-5,7668,nom util,un misil cual es propulsada a un altia o distantia grande par la combusta de sua contenidas; un motor operada par la combusta de sua contenidas,rocket (missile,raketo,cohete,fusée,NA,NA,NA,NA,NA,NA,NA,NA,NA,raket,Rakete,NA,NA,NA,NA
roji,4.2927666881305004e-5,7678,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roji,4.2927666881305004e-5,7678,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roji,4.2927666881305004e-5,7678,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rola,4.2927666881305004e-5,7680,verbo nontransitiva,move en un dirije spesifada par turna a un ves o repetente sur sua ase; (un avion) move lenta sur la tera ante enaira o pos atera; cade subita,roll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rola,4.2927666881305004e-5,7680,verbo transitiva,NA,roll,ruli,rodar,rouler,NA,NA,NA,NA,NA,NA,NA,NA,NA,rulle,rollen,NA,NA,NA,ru: крутить
rola,4.2927666881305004e-5,7680,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
romantica,4.2927666881305004e-5,7689,ajetivo siensa-umana,evocante la emosias asosiada con ama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
romantica,4.2927666881305004e-5,7689,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ru,4.2927666881305004e-5,7724,ajetivo,con un surfas cual no es lisa o plana; con multe bultos o indentes; no completa o final,rough (not smooth),malglata,áspero,rugueux,NA,NA,NA,NA,NA,NA,NA,NA,NA,ru,rauh,NA,NA,NA,NA
ru,4.2927666881305004e-5,7725,nom cosini,un misca de gras (tipal bur) e farina usada per fa salsas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ruina,4.2927666881305004e-5,7740,verbo transitiva istoria,destrui completa (un loca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ruina,4.2927666881305004e-5,7740,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sabor,4.2927666881305004e-5,7760,nom biolojia cosini,la cualia de alga cosa esperiada par la sensas cimical de la lingua,taste,gusto,sabor,saveur,NA,NA,NA,NA,NA,NA,NA,NA,NA,smag,Geschmack,NA,NA,NA,NA
saco,4.2927666881305004e-5,7769,nom util,un contenador de material flexable,bag,sako,saco,sac,NA,NA,NA,NA,NA,NA,NA,NA,NA,sæk,Sack,NA,NA,NA,NA
saisi,4.2927666881305004e-5,7784,verbo transitiva governa,prende subita e fortiosa (un person o cosa); (un program) sesa responde a la usor,seize,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saisi,4.2927666881305004e-5,7784,nom,NA,abduction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sajia,4.2927666881305004e-5,7786,nom,NA,wisdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
salario,4.2927666881305004e-5,7793,nom mone,un paia fisada e periodal par un empleor a un empleada,salary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saleta,4.2927666881305004e-5,7789,nom,NA,closet,NA,clóset,réduit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schrank,NA,NA,NA,ru: стенной шкаф
sapato,4.2927666881305004e-5,7844,nom veste,un covrente per la pede,shoe,ŝuo,zapato,chaussure,NA,NA,NA,NA,NA,NA,NA,NA,NA,sko,Schuh,NA,NA,NA,ru: обувь
scala,4.2927666881305004e-5,7902,nom util arciteta musica,un util composada de un serie de baras entre du pesos vertical de lenio,ladder; scale (values,ŝtupetaro,escala,échelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,stige,Leiter,NA,NA,NA,NA
scalera,4.2927666881305004e-5,7905,nom arciteta,un serie de grados cual asende o desende de un nivel de un construida a un otra,staircase,ŝtuparo,escalera,escalier,NA,NA,NA,NA,NA,NA,NA,NA,NA,trappe,Treppe,NA,NA,NA,ru: лестница
scandal,4.2927666881305004e-5,7909,nom governa,un ata o aveni regardada como nonmoral o nonlegal,scandal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sci,4.2927666881305004e-5,7927,nom sporte,cada de du pesos longa e magra de un materia flexable,ski; skiing,skio,esquí,(un) ski; (le) ski,NA,NA,NA,NA,NA,NA,NA,NA,NA,ski,Schi,NA,NA,NA,NA
sci,4.2927666881305004e-5,7927,verbo transitiva,NA,ski,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
scural,4.2927666881305004e-5,7965,nom mamal,un rodente ajil con coda brosin ci abita arbores e come nozas e semes,squirrel,sciuro,ardilla,écureuil,NA,NA,NA,NA,Sciuridae,NA,NA,NA,NA,egern,Eichhörnchen,NA,NA,NA,NA
secute,4.2927666881305004e-5,7985,verbo nontransitiva,move rapida e forte a alta e a basa,shake,skuiĝi,sacudir(se),secouer,NA,NA,NA,NA,NA,NA,NA,NA,NA,ryste,schütteln,NA,NA,NA,NA
secute,4.2927666881305004e-5,7985,verbo transitiva,NA,shake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
secute,4.2927666881305004e-5,7985,nom,NA,shaking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sede,4.2927666881305004e-5,7988,verbo transitiva governa,no plu resiste atacas par un otra; abandona la posese de (alga cosa); no disputa plu (un nonacorda); permete a un otra (sua vole),cede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sede,4.2927666881305004e-5,7988,nom,NA,concession,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapitulation,NA,NA,NA,NA
seguor,4.2927666881305004e-5,8002,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
semafor,4.2927666881305004e-5,8023,nom informatica,un sistem de envia mesajes par posa la brasos o du banderas seguente un codigo alfabetal; un aparato per esta sistem; un colie de lampas colorida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
semento,4.2927666881305004e-5,8028,nom arciteta,un materia polvosa composada de calce e arjila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sentante,4.2927666881305004e-5,8068,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sentos,4.2927666881305004e-5,8075,nom plural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
separa,4.2927666881305004e-5,8086,verbo nontransitiva governa,move a via de un grupo o cosa plu grande; deveni dejuntada o desliada; divide a sua elementos individua; divide par raza,separate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
separa,4.2927666881305004e-5,8086,verbo transitiva,move (un person o cosa) a via de un grupo o cosa plu grande; dejunta o deslia (un person o cosa); pone un distingui o borda entre (persones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
separa,4.2927666881305004e-5,8086,nom,NA,separation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sepe,4.2927666881305004e-5,8087,nom arciteta,un serca o borda formida par arboretas prosiminte a lunlotra,hedge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serpente,4.2927666881305004e-5,8121,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serpente,4.2927666881305004e-5,8121,nom retil musica,un retil longa cual ave no membros,snake,serpento,serpiente,serpent,NA,NA,NA,NA,Serpentes,NA,NA,NA,NA,slange,Schlange,NA,NA,NA,NA
serti,4.2927666881305004e-5,8124,verbo nontransitiva,NA,confirm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serti,4.2927666881305004e-5,8124,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
serti,4.2927666881305004e-5,8124,nom,NA,confirmation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
servo,4.2927666881305004e-5,8129,nom mamal,un mamal con cornos raminte cual es perdeda a cada anio,deer,cervo,ciervo,cerf,NA,NA,NA,NA,Cervidae,NA,NA,NA,NA,hjort,Hirsch,NA,NA,NA,NA
servor,4.2927666881305004e-5,8127,nom,NA,server,NA,camarero,serveur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kellner,NA,NA,NA,ru: официант
silente,4.2927666881305004e-5,8216,ajetivo,no produinte un sona; no parlante; no espresada a vose; (un letera en un parola) scriveda ma no pronunsiada; (un filma) sin banda de sona; (un person) ci no parla multe; (metafor) nunca parlante o scrivente sur un tema spesifada,silent,silenta,silencioso,silencieux,NA,NA,NA,NA,NA,NA,NA,NA,NA,tavs,still,NA,NA,NA,NA
silenti,4.2927666881305004e-5,8216,verbo nontransitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silenti,4.2927666881305004e-5,8216,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silindre,4.2927666881305004e-5,8221,ajetivo matematica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
silindre,4.2927666881305004e-5,8221,nom,un forma solida con lados reta e paralel,cylinder; canister,cilindro,cilindro,cylindre,NA,NA,NA,NA,NA,NA,NA,NA,NA,cylinder,Zylinder,NA,NA,NA,NA
simboli,4.2927666881305004e-5,8230,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
simboli,4.2927666881305004e-5,8230,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sinema,4.2927666881305004e-5,8260,nom arte arciteta,un teatro cual mostra filmas,cinema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,biograf,Kino,NA,NA,NA,NA
sira,4.2927666881305004e-5,8295,nom cimica biolojia,un materia jala,wax,vakso,cera,cire,NA,NA,NA,NA,NA,NA,NA,NA,NA,voks,Wachs,NA,NA,NA,NA
situada,4.2927666881305004e-5,8352,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slogan,4.2927666881305004e-5,8362,nom,un espresa corta e saisinte o memorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sofisticada,4.2927666881305004e-5,8381,ajetivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sofisticada,4.2927666881305004e-5,8381,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soli,4.2927666881305004e-5,8386,verbo transitiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solida,4.2927666881305004e-5,8398,ajetivo matematica,con forma dur e stable,solid,solida,sólido,solide,NA,NA,NA,NA,NA,NA,NA,NA,NA,solid,Körper,NA,NA,NA,NA
solida,4.2927666881305004e-5,8398,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solisita,4.2927666881305004e-5,8400,verbo transitiva governa,demanda cortes o formal per (alga cosa),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
solisita,4.2927666881305004e-5,8400,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spada,4.2927666881305004e-5,8441,nom util sporte,un arma con un lama metal longa e un manico con un gardamano; un de la cuatro familias en un paceta de cartas,sword; spade (cards),glavo; piko,espada,épée,NA,NA,NA,NA,NA,NA,♠,NA,NA,sværd,Schwert,NA,NA,NA,NA
spele,4.2927666881305004e-5,8453,verbo transitiva linguistica,scrive o dise la leteras cual formi (un parola) en la segue coreta; (leteras) formi (un parola),spell (word),literumi,deletrear,épeler,NA,NA,NA,NA,NA,NA,NA,NA,NA,stave,buchstabieren,NA,NA,NA,ru: произносить по буквам
spele,4.2927666881305004e-5,8453,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
